Capacity,Grape,Secondary Grape Varieties,Closure,Country,Unit,Per bottle / case / each,Type,ABV,Region,Style,Vintage,Appellation,Price
-0.04629733065913763,-0.7112278119250509,1.400000811486336,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,1.0840837434830821,-0.9304757896741529,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.6171020750084611,22.99
-0.04629733065913763,-0.7112278119250509,1.3248353290367014,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,1.0840837434830821,-0.9304757896741529,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.6171020750084611,15.99
-0.04629733065913763,-0.14107874569132256,0.5731805045403542,-0.33984909271614433,-0.42054846088132003,-0.2623134911598133,0.0,1.0840837434830821,-0.36375540786128296,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.6171020750084611,23.99
-0.04629733065913763,-0.14107874569132256,1.2120871053622493,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,1.0840837434830821,-0.9304757896741529,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.6171020750084611,17.99
-0.04629733065913763,-0.14107874569132256,1.1369216229126144,1.9435119989704503,-0.42054846088132003,-0.36143018817099015,0.0,1.0840837434830821,-0.9304757896741529,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.8199720232146066,13.99
-0.04629733065913763,1.5693684530098626,-0.5167189909793493,-0.33984909271614433,1.9279689180663118,0.0019977008699929226,0.0,-0.5233507727159707,0.7696853557644568,0.7619798658096866,0.8121452304130011,0.015866620942656937,0.9044225365376297,17.99
-0.04629733065913763,-0.14107874569132256,-0.9301291444523402,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,1.0840837434830821,-0.9304757896741529,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.6171020750084611,18.99
-0.04629733065913763,-0.14107874569132256,1.0241733992381625,1.9435119989704503,-0.42054846088132003,-0.4935857841858933,0.0,1.0840837434830821,-1.4971961714870228,0.49516281182095273,-0.8627825829087757,1.0392636717440276,-0.8706895102661429,11.99
-0.04629733065913763,0.42907032054240585,-1.418704780374966,-0.33984909271614433,-0.42054846088132003,0.0019977008699929226,0.0,-0.5233507727159707,0.7696853557644568,-1.3725565661001846,0.8121452304130011,0.35699897120978047,-1.3778643807815065,12.99
-0.04629733065913763,-1.2813768781587793,-0.10330883750635832,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,-0.5233507727159707,-0.9304757896741529,-1.3725565661001846,0.8121452304130011,-1.6897951303929608,-0.16064469154463387,16.99
-0.04629733065913763,0.31504050729566013,-0.7797981795530707,-0.33984909271614433,-0.42054846088132003,-0.36143018817099015,0.0,2.6915182596821348,-0.9304757896741529,0.6285713388153197,0.6027792537477791,1.0392636717440276,-0.5663845879569247,9.99
-0.04629733065913763,1.5693684530098626,-0.40397076730489717,-0.33984909271614433,1.9279689180663118,0.0019977008699929226,0.0,-0.5233507727159707,0.7696853557644568,0.7619798658096866,0.8121452304130011,-1.3486627801258373,0.9044225365376297,22.99
